"SPP","DEV","ERR","ROC","ROCERR"
"EGK",36.0011216391916,1.14193931850361,0.90136,0.00473657635381881
"BTP",39.4418350099357,1.20710341347109,0.90621,0.00496045360829027
"RTP",41.1767305273553,1.23693728437854,0.91906,0.00278775895658143
"BSW",37.6939840834635,0.97089392524968,0.8994,0.00377209049025426
"WOM",45.1779066809058,1.45882589606092,0.93507,0.00425720435131894
"KOA",56.6150733632857,1.05938869650268,0.95518,0.00219665402120792
